Township,Date,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Humidity Avg. (%),Snow Water (mm),Estimated Incoming Rad. Total (MJ/m2)
T028R15W4,2011-04-08,-9.6,4.11,0.0,810.8099999999994,80.94,57.59,17.15
T028R15W4,2011-04-09,-5.76,8.82,0.0,810.8099999999994,75.48,43.84,17.87
T028R15W4,2011-04-10,-2.84,11.84,0.0,810.8099999999994,70.01,25.42,18.11
T028R15W4,2011-04-11,1.09,12.58,0.0,810.8099999999994,65.56,5.73,16.19
T028R15W4,2011-04-12,-4.26,6.27,0.0,810.8099999999994,60.08,0.0,15.65
T028R15W4,2011-04-13,-5.51,8.09,0.0,810.8099999999994,68.61,0.0,17.95
T028R15W4,2011-04-14,-1.66,3.52,11.6,822.4099999999994,91.13,13.57,11.19
T028R15W4,2011-04-15,-6.18,2.66,0.17,822.5799999999994,84.39,13.45,14.75
T028R15W4,2011-04-16,-7.3,1.09,0.17,822.7499999999993,84.64,13.35,14.5
T028R15W4,2011-04-17,-6.39,2.08,0.17,822.9199999999993,79.07,13.23,14.71
T028R15W4,2011-04-18,-8.62,3.7,0.34,823.2599999999993,74.82,7.66,17.9
T028R15W4,2011-04-19,-7.57,7.03,0.0,823.2599999999993,63.88,0.0,19.65
T028R15W4,2011-04-20,-6.05,9.56,0.17,823.4299999999993,57.21,0.0,20.5
T028R15W4,2011-04-21,-4.95,10.02,0.34,823.7699999999993,54.0,0.0,20.25
T028R15W4,2011-04-22,-4.11,11.1,0.0,823.7699999999993,54.94,0.0,20.58
T028R15W4,2011-04-23,-3.63,12.33,0.0,823.7699999999993,49.37,0.0,21.25
T028R15W4,2011-04-24,-3.41,16.07,0.0,823.7699999999993,43.75,0.0,23.66
T028R15W4,2011-04-25,-1.22,17.42,0.0,823.7699999999993,44.89,0.0,23.32
T028R15W4,2011-04-26,-0.17,17.0,0.0,823.7699999999993,52.43,0.0,22.56
T028R15W4,2011-04-27,0.67,13.12,1.18,824.9499999999992,72.36,0.0,19.36
T028R15W4,2011-04-28,-1.7,8.66,1.01,825.9599999999992,82.4,0.0,17.79
T028R15W4,2011-04-29,-0.67,10.73,0.67,826.6299999999992,71.95,0.0,18.8
T028R15W4,2011-04-30,-4.0,12.39,0.17,826.7999999999992,65.33,0.0,22.69
T028R15W4,2011-05-01,-2.79,14.22,0.0,826.7999999999992,57.37,0.0,23.28
T028R15W4,2011-05-02,-1.03,20.47,0.0,826.7999999999992,44.89,0.0,26.35
T028R15W4,2011-05-03,4.59,13.95,0.0,826.7999999999992,52.55,0.0,17.5
T028R15W4,2011-05-04,0.49,16.32,0.0,826.7999999999992,42.59,0.0,22.91
T028R15W4,2011-05-05,-0.93,16.95,0.0,826.7999999999992,50.15,0.0,24.5
T028R15W4,2011-05-06,1.38,15.9,0.0,826.7999999999992,59.67,0.0,22.21
T028R15W4,2011-05-07,3.83,13.89,6.14,832.9399999999991,72.76,0.0,18.6
T028R15W4,2011-05-08,2.86,10.8,0.0,832.9399999999991,84.34,0.0,16.62
T028R15W4,2011-05-09,0.19,16.46,0.0,832.9399999999991,62.22,0.0,23.93
T028R15W4,2011-05-10,0.86,19.39,0.0,832.9399999999991,50.79,0.0,25.68
T028R15W4,2011-05-11,2.21,21.08,0.0,832.9399999999991,43.76,0.0,26.06
T028R15W4,2011-05-12,3.74,23.81,0.0,832.9399999999991,46.8,0.0,27.02
T028R15W4,2011-05-13,5.02,19.27,0.0,832.9399999999991,56.15,0.0,22.89
T028R15W4,2011-05-14,1.47,18.94,0.0,832.9399999999991,36.21,0.0,25.47
T028R15W4,2011-05-15,1.29,19.28,0.0,832.9399999999991,43.16,0.0,25.97
T028R15W4,2011-05-16,5.31,20.49,0.0,832.9399999999991,48.74,0.0,23.97
T028R15W4,2011-05-17,2.8,18.71,0.0,832.9399999999991,41.35,0.0,24.65
T028R15W4,2011-05-18,-0.55,19.52,1.47,834.4099999999992,57.47,0.0,27.81
T028R15W4,2011-05-19,7.69,18.89,5.87,840.2799999999992,72.19,0.0,20.88
T028R15W4,2011-05-20,4.89,21.41,0.0,840.2799999999992,60.5,0.0,25.45
T028R15W4,2011-05-21,8.68,22.99,0.0,840.2799999999992,52.94,0.0,23.78
T028R15W4,2011-05-22,11.18,21.35,2.67,842.9499999999991,70.86,0.0,20.13
T028R15W4,2011-05-23,5.4,11.47,9.21,852.1599999999992,94.12,0.0,15.62
T028R15W4,2011-05-24,3.97,8.5,0.8,852.9599999999991,85.57,0.0,13.54
T028R15W4,2011-05-25,5.65,13.16,0.0,852.9599999999991,81.53,0.0,17.49
T028R15W4,2011-05-26,7.21,14.73,7.07,860.0299999999992,76.89,0.0,17.56
T028R15W4,2011-05-27,5.5,13.68,0.67,860.6999999999991,80.41,0.0,18.37
T028R15W4,2011-05-28,4.4,18.17,0.0,860.6999999999991,56.53,0.0,23.92
T028R15W4,2011-05-29,0.01,15.8,0.0,860.6999999999991,59.22,0.0,25.69
T028R15W4,2011-05-30,0.67,17.22,0.0,860.6999999999991,57.34,0.0,26.37
T028R15W4,2011-05-31,2.26,18.59,0.0,860.6999999999991,55.58,0.0,26.27
T028R15W4,2011-06-01,4.8,18.01,0.0,860.6999999999991,64.49,0.0,23.68
T028R15W4,2011-06-02,5.43,16.87,17.46,878.1599999999992,79.41,0.0,22.1
T028R15W4,2011-06-03,6.65,16.36,4.43,882.5899999999991,73.84,0.0,20.4
T028R15W4,2011-06-04,2.9,13.36,0.61,883.1999999999991,82.36,0.0,21.22
T028R15W4,2011-06-05,5.65,21.28,0.0,883.1999999999991,70.92,0.0,26.0
T028R15W4,2011-06-06,9.07,15.33,5.41,888.6099999999991,83.19,0.0,16.48
T028R15W4,2011-06-07,7.22,19.26,1.23,889.8399999999991,70.31,0.0,22.9
T028R15W4,2011-06-08,8.51,19.4,0.0,889.8399999999991,70.82,0.0,21.82
T028R15W4,2011-06-09,8.2,20.77,0.0,889.8399999999991,63.55,0.0,23.47
T028R15W4,2011-06-10,5.53,23.13,0.12,889.9599999999991,63.12,0.0,27.82
T028R15W4,2011-06-11,7.21,18.88,15.25,905.2099999999991,79.68,0.0,22.68
T028R15W4,2011-06-12,6.87,20.16,0.12,905.3299999999991,75.98,0.0,24.23
T028R15W4,2011-06-13,6.61,21.31,0.0,905.3299999999991,77.57,0.0,25.5
T028R15W4,2011-06-14,7.81,20.04,0.0,905.3299999999991,71.33,0.0,23.29
T028R15W4,2011-06-15,8.73,17.68,6.27,911.5999999999991,74.01,0.0,19.94
T028R15W4,2011-06-16,7.95,15.05,0.98,912.5799999999991,83.84,0.0,17.77
T028R15W4,2011-06-17,4.72,18.03,1.11,913.6899999999991,78.05,0.0,24.34
T028R15W4,2011-06-18,9.79,13.36,16.48,930.1699999999992,90.28,0.0,12.6
T028R15W4,2011-06-19,10.45,18.4,11.68,941.8499999999991,84.01,0.0,18.82
T028R15W4,2011-06-20,8.25,20.79,4.3,946.1499999999991,78.14,0.0,23.65
T028R15W4,2011-06-21,7.6,23.27,0.0,946.1499999999991,68.98,0.0,26.43
T028R15W4,2011-06-22,9.73,25.32,0.0,946.1499999999991,64.06,0.0,26.36
T028R15W4,2011-06-23,10.53,26.69,0.0,946.1499999999991,68.73,0.0,26.83
T028R15W4,2011-06-24,7.06,21.03,0.0,946.1499999999991,63.58,0.0,24.92
T028R15W4,2011-06-25,6.12,18.98,0.0,946.1499999999991,70.0,0.0,23.9
T028R15W4,2011-06-26,7.76,18.66,1.97,948.1199999999991,78.21,0.0,22.0
T028R15W4,2011-06-27,6.31,23.32,0.12,948.2399999999991,69.88,0.0,27.45
T028R15W4,2011-06-28,8.96,25.86,0.0,948.2399999999991,68.09,0.0,27.34
T028R15W4,2011-06-29,12.35,27.45,0.0,948.2399999999991,57.88,0.0,25.81
T028R15W4,2011-06-30,9.03,20.91,6.39,954.6299999999991,69.23,0.0,22.87
T028R15W4,2011-07-01,7.13,19.72,0.0,954.6299999999991,64.89,0.0,23.51
T028R15W4,2011-07-02,4.65,23.9,0.0,954.6299999999991,57.94,0.0,29.02
T028R15W4,2011-07-03,9.04,27.98,0.0,954.6299999999991,62.28,0.0,28.75
T028R15W4,2011-07-04,7.72,22.65,0.2,954.8299999999991,63.84,0.0,25.47
T028R15W4,2011-07-05,8.82,26.09,0.0,954.8299999999991,60.16,0.0,27.34
T028R15W4,2011-07-06,9.22,28.31,0.0,954.8299999999991,61.94,0.0,28.7
T028R15W4,2011-07-07,11.21,29.43,0.0,954.8299999999991,62.2,0.0,27.98
T028R15W4,2011-07-08,10.43,23.32,0.0,954.8299999999991,49.38,0.0,23.47
T028R15W4,2011-07-09,9.33,20.73,0.0,954.8299999999991,60.11,0.0,22.02
T028R15W4,2011-07-10,9.08,20.51,0.0,954.8299999999991,72.19,0.0,22.0
T028R15W4,2011-07-11,10.15,21.67,9.23,964.0599999999991,80.2,0.0,22.03
T028R15W4,2011-07-12,12.53,19.97,2.55,966.6099999999991,86.47,0.0,17.66
T028R15W4,2011-07-13,12.32,23.6,0.0,966.6099999999991,85.35,0.0,21.67
T028R15W4,2011-07-14,11.37,24.21,0.0,966.6099999999991,69.71,0.0,23.05
T028R15W4,2011-07-15,7.4,24.52,0.2,966.8099999999991,54.83,0.0,26.53
T028R15W4,2011-07-16,6.44,25.84,0.0,966.8099999999991,57.62,0.0,28.15
T028R15W4,2011-07-17,11.22,29.17,0.0,966.8099999999991,58.48,0.0,26.99
T028R15W4,2011-07-18,14.91,31.88,0.0,966.8099999999991,65.55,0.0,26.14
T028R15W4,2011-07-19,11.57,27.28,12.86,979.6699999999992,73.72,0.0,25.07
T028R15W4,2011-07-20,9.4,21.67,0.49,980.1599999999992,71.35,0.0,22.07
T028R15W4,2011-07-21,6.04,24.73,0.2,980.3599999999992,63.3,0.0,27.12
T028R15W4,2011-07-22,8.62,15.11,7.46,987.8199999999993,88.91,0.0,15.92
T028R15W4,2011-07-23,5.54,21.42,0.98,988.7999999999993,71.81,0.0,24.79
T028R15W4,2011-07-24,6.51,24.69,0.0,988.7999999999993,63.13,0.0,26.41
T028R15W4,2011-07-25,8.79,27.1,0.0,988.7999999999993,63.24,0.0,26.39
T028R15W4,2011-07-26,11.62,19.08,0.2,988.9999999999993,79.77,0.0,16.76
T028R15W4,2011-07-27,9.43,21.15,5.69,994.6899999999994,75.12,0.0,20.91
T028R15W4,2011-07-28,8.48,23.89,0.0,994.6899999999994,65.52,0.0,23.86
T028R15W4,2011-07-29,8.01,23.33,21.99,1016.6799999999994,70.84,0.0,23.67
T028R15W4,2011-07-30,5.4,26.16,0.0,1016.6799999999994,66.76,0.0,27.41
T028R15W4,2011-07-31,9.85,30.89,0.0,1016.6799999999994,55.67,0.0,27.45
T028R15W4,2011-08-01,9.93,23.8,0.0,1016.6799999999994,65.43,0.0,22.16
T028R15W4,2011-08-02,8.98,26.02,0.44,1017.1199999999994,63.65,0.0,24.43
T028R15W4,2011-08-03,11.4,24.27,0.18,1017.2999999999994,61.77,0.0,21.12
T028R15W4,2011-08-04,10.69,24.39,0.0,1017.2999999999994,68.27,0.0,21.65
T028R15W4,2011-08-05,11.98,27.38,2.02,1019.3199999999994,63.31,0.0,22.82
T028R15W4,2011-08-06,10.7,23.46,0.0,1019.3199999999994,74.02,0.0,20.64
T028R15W4,2011-08-07,6.99,19.09,8.09,1027.4099999999994,73.36,0.0,19.98
T028R15W4,2011-08-08,8.4,24.53,0.0,1027.4099999999994,69.37,0.0,22.92
T028R15W4,2011-08-09,8.53,27.28,0.0,1027.4099999999994,62.51,0.0,24.54
T028R15W4,2011-08-10,11.47,26.45,0.35,1027.7599999999993,63.67,0.0,21.79
T028R15W4,2011-08-11,11.39,18.18,6.06,1033.8199999999993,86.65,0.0,14.57
T028R15W4,2011-08-12,7.42,24.04,0.0,1033.8199999999993,75.23,0.0,22.63
T028R15W4,2011-08-13,11.08,28.67,0.0,1033.8199999999993,61.11,0.0,23.12
T028R15W4,2011-08-14,10.15,29.08,0.09,1033.9099999999992,62.14,0.0,23.81
T028R15W4,2011-08-15,6.86,19.71,12.22,1046.1299999999992,79.74,0.0,19.47
T028R15W4,2011-08-16,3.44,21.94,0.18,1046.3099999999993,63.46,0.0,23.18
T028R15W4,2011-08-17,5.94,25.5,0.0,1046.3099999999993,57.23,0.0,23.65
T028R15W4,2011-08-18,7.3,18.47,0.0,1046.3099999999993,68.12,0.0,17.74
T028R15W4,2011-08-19,3.62,18.9,0.0,1046.3099999999993,71.6,0.0,20.58
T028R15W4,2011-08-20,5.84,25.27,0.09,1046.3999999999992,60.11,0.0,23.01
T028R15W4,2011-08-21,7.41,30.81,0.0,1046.3999999999992,52.62,0.0,25.04
T028R15W4,2011-08-22,9.55,31.61,0.0,1046.3999999999992,50.15,0.0,24.1
T028R15W4,2011-08-23,11.19,24.91,0.0,1046.3999999999992,56.26,0.0,18.85
T028R15W4,2011-08-24,7.52,30.97,0.0,1046.3999999999992,55.46,0.0,24.43
T028R15W4,2011-08-25,11.08,24.67,0.0,1046.3999999999992,62.22,0.0,18.43
T028R15W4,2011-08-26,7.7,26.14,0.0,1046.3999999999992,54.42,0.0,21.27
T028R15W4,2011-08-27,8.94,28.65,0.0,1046.3999999999992,67.68,0.0,21.79
T028R15W4,2011-08-28,9.83,27.6,0.0,1046.3999999999992,51.31,0.0,20.49
T028R15W4,2011-08-29,10.36,31.77,0.0,1046.3999999999992,53.59,0.0,22.28
T028R15W4,2011-08-30,8.9,17.42,4.57,1050.9699999999991,80.41,0.0,13.92
T028R15W4,2011-08-31,8.08,12.33,0.26,1051.229999999999,84.71,0.0,9.73
T028R15W4,2011-09-01,5.8,18.59,0.0,1051.229999999999,70.59,0.0,16.71
T028R15W4,2011-09-02,5.91,13.63,7.09,1058.319999999999,76.79,0.0,12.85
T028R15W4,2011-09-03,2.75,18.92,0.0,1058.319999999999,69.11,0.0,18.41
T028R15W4,2011-09-04,4.34,25.4,0.0,1058.319999999999,55.76,0.0,20.79
T028R15W4,2011-09-05,5.12,28.46,0.0,1058.319999999999,51.13,0.0,21.65
T028R15W4,2011-09-06,5.09,29.45,0.0,1058.319999999999,50.6,0.0,21.88
T028R15W4,2011-09-07,6.42,30.85,0.0,1058.319999999999,48.65,0.0,21.67
T028R15W4,2011-09-08,6.67,30.62,0.0,1058.319999999999,51.46,0.0,21.22
T028R15W4,2011-09-09,7.22,31.14,0.0,1058.319999999999,52.4,0.0,20.97
T028R15W4,2011-09-10,6.94,28.28,0.0,1058.319999999999,55.32,0.0,19.57
T028R15W4,2011-09-11,6.8,26.77,0.0,1058.319999999999,64.78,0.0,18.71
T028R15W4,2011-09-12,2.99,16.7,0.0,1058.319999999999,77.09,0.0,15.33
T028R15W4,2011-09-13,3.53,13.03,0.0,1058.319999999999,65.53,0.0,12.6
T028R15W4,2011-09-14,-0.35,17.67,0.17,1058.489999999999,48.49,0.0,17.15
T028R15W4,2011-09-15,2.61,24.01,0.0,1058.489999999999,51.32,0.0,18.46
T028R15W4,2011-09-16,5.01,22.09,0.0,1058.489999999999,57.85,0.0,16.28
T028R15W4,2011-09-17,0.38,20.29,2.03,1060.519999999999,60.03,0.0,17.36
T028R15W4,2011-09-18,-0.55,20.84,0.0,1060.519999999999,57.06,0.0,17.77
T028R15W4,2011-09-19,4.84,16.09,6.75,1067.269999999999,65.26,0.0,12.72
T028R15W4,2011-09-20,1.53,18.47,0.0,1067.269999999999,60.11,0.0,15.4
T028R15W4,2011-09-21,2.04,23.78,0.0,1067.269999999999,52.83,0.0,17.22
T028R15W4,2011-09-22,8.71,27.36,0.0,1067.269999999999,43.31,0.0,15.73
T028R15W4,2011-09-23,10.91,30.83,0.0,1067.269999999999,41.89,0.0,16.04
T028R15W4,2011-09-24,8.19,32.63,0.0,1067.269999999999,39.77,0.0,17.52
T028R15W4,2011-09-25,8.57,32.71,0.0,1067.269999999999,33.77,0.0,17.17
T028R15W4,2011-09-26,9.23,22.36,0.0,1067.269999999999,33.35,0.0,12.49
T028R15W4,2011-09-27,9.77,24.26,0.0,1067.269999999999,40.99,0.0,12.93
T028R15W4,2011-09-28,1.52,17.46,0.0,1067.269999999999,52.18,0.0,13.37
T028R15W4,2011-09-29,-3.24,19.21,0.0,1067.269999999999,50.67,0.0,15.64
T028R15W4,2011-09-30,2.59,29.65,0.0,1067.269999999999,40.01,0.0,16.91
T028R15W4,2011-10-01,2.39,11.28,0.61,1067.879999999999,73.44,0.0,9.55
T028R15W4,2011-10-02,1.61,15.95,0.46,1068.339999999999,77.15,0.0,11.95
T028R15W4,2011-10-03,1.82,21.08,0.0,1068.339999999999,72.97,0.0,13.64
T028R15W4,2011-10-04,7.93,21.88,0.0,1068.339999999999,58.04,0.0,11.43
T028R15W4,2011-10-05,5.14,13.14,0.0,1068.339999999999,81.35,0.0,8.52
T028R15W4,2011-10-06,7.62,9.71,2.44,1070.779999999999,93.66,0.0,4.29
T028R15W4,2011-10-07,5.06,11.71,4.26,1075.039999999999,79.85,0.0,7.53
T028R15W4,2011-10-08,-1.68,14.2,0.08,1075.119999999999,63.89,0.0,11.45
T028R15W4,2011-10-09,-0.6,18.12,0.0,1075.119999999999,63.03,0.0,12.24
T028R15W4,2011-10-10,-1.98,16.46,0.0,1075.119999999999,60.82,0.0,11.95
T028R15W4,2011-10-11,-1.56,17.49,0.0,1075.119999999999,66.37,0.0,11.95
T028R15W4,2011-10-12,0.59,15.9,0.0,1075.119999999999,67.94,0.0,10.54
T028R15W4,2011-10-13,-2.34,11.77,0.0,1075.119999999999,63.6,0.0,9.95
T028R15W4,2011-10-14,-4.64,11.22,0.08,1075.199999999999,62.88,0.0,10.37
T028R15W4,2011-10-15,-5.93,10.47,0.0,1075.199999999999,62.34,0.0,10.37
T028R15W4,2011-10-16,-8.07,12.19,0.0,1075.199999999999,55.68,0.0,11.34
T028R15W4,2011-10-17,-5.82,14.39,0.0,1075.199999999999,48.85,0.0,11.13
T028R15W4,2011-10-18,-3.65,17.21,0.0,1075.199999999999,52.46,0.0,11.12
T028R15W4,2011-10-19,-1.13,14.83,0.0,1075.199999999999,63.61,0.0,9.56
T028R15W4,2011-10-20,-1.07,11.99,0.0,1075.199999999999,69.62,0.0,8.5
T028R15W4,2011-10-21,-5.09,11.79,0.0,1075.199999999999,75.99,0.0,9.5
T028R15W4,2011-10-22,-2.48,12.07,0.0,1075.199999999999,65.23,0.0,8.66
T028R15W4,2011-10-23,-4.01,11.62,0.0,1075.199999999999,60.29,0.0,8.82
T028R15W4,2011-10-24,-8.89,10.43,0.0,1075.199999999999,61.7,0.0,9.64
T028R15W4,2011-10-25,-5.93,8.89,0.0,1075.199999999999,61.09,0.0,8.29
T028R15W4,2011-10-26,-9.67,8.97,0.0,1075.199999999999,58.15,0.0,9.14
T028R15W4,2011-10-27,-7.35,10.08,0.0,1075.199999999999,44.86,0.0,8.68
T028R15W4,2011-10-28,-9.7,8.64,0.0,1075.199999999999,53.03,0.0,8.75
T028R15W4,2011-10-29,-4.05,11.27,0.0,1075.199999999999,50.43,0.0,7.86
T028R15W4,2011-10-30,-6.05,17.55,0.0,1075.199999999999,52.46,0.0,9.58
T028R15W4,2011-10-31,-2.37,9.14,0.08,1075.2799999999988,59.18,0.0,6.57
T028R15W4,2011-11-01,-7.87,6.18,0.2,1075.4799999999989,56.53,0.0,7.13
T028R15W4,2011-11-02,-9.13,8.36,0.0,1075.4799999999989,43.67,0.0,7.82
T028R15W4,2011-11-03,-1.27,11.2,0.0,1075.4799999999989,29.69,0.0,6.48
T028R15W4,2011-11-04,-8.33,-0.34,1.84,1077.3199999999988,84.36,2.12,5.1
T028R15W4,2011-11-05,-16.59,-2.53,0.2,1077.5199999999988,86.97,2.31,6.64
T028R15W4,2011-11-06,-17.78,-0.48,0.0,1077.5199999999988,82.1,2.25,7.24
T028R15W4,2011-11-07,-14.91,1.7,0.0,1077.5199999999988,75.76,2.18,6.97
T028R15W4,2011-11-08,-10.52,5.13,0.0,1077.5199999999988,67.0,1.2,6.65
T028R15W4,2011-11-09,-14.05,3.97,0.0,1077.5199999999988,64.51,1.17,7.01
T028R15W4,2011-11-10,-4.39,12.76,0.0,1077.5199999999988,61.79,0.0,6.73
T028R15W4,2011-11-11,-3.02,8.58,0.0,1077.5199999999988,65.41,0.0,5.44
T028R15W4,2011-11-12,-3.74,2.05,0.0,1077.5199999999988,86.04,0.0,3.78
T028R15W4,2011-11-13,-6.3,5.93,0.0,1077.5199999999988,55.36,0.0,5.4
T028R15W4,2011-11-14,-11.15,0.44,0.0,1077.5199999999988,64.45,0.0,5.17
T028R15W4,2011-11-15,-14.66,-2.41,0.2,1077.719999999999,70.99,0.11,5.22
T028R15W4,2011-11-16,-15.29,0.45,0.0,1077.719999999999,70.9,0.0,5.83
T028R15W4,2011-11-17,-12.6,-3.62,4.09,1081.8099999999988,76.73,4.86,4.33
T028R15W4,2011-11-18,-19.49,-12.95,1.23,1083.0399999999988,78.98,6.3,3.64
T028R15W4,2011-11-19,-23.34,-17.18,0.2,1083.2399999999989,77.14,6.52,3.48
T028R15W4,2011-11-20,-28.32,-13.88,0.2,1083.439999999999,79.8,6.75,5.24
T028R15W4,2011-11-21,-21.33,2.78,0.0,1083.439999999999,72.06,6.71,6.67
T028R15W4,2011-11-22,-6.02,10.22,0.0,1083.439999999999,63.0,6.65,5.39
T028R15W4,2011-11-23,-2.97,11.88,0.0,1083.439999999999,70.85,1.33,5.08
T028R15W4,2011-11-24,-6.07,2.98,0.0,1083.439999999999,86.05,0.03,3.91
T028R15W4,2011-11-25,-8.53,5.0,0.0,1083.439999999999,59.48,0.0,4.72
T028R15W4,2011-11-26,-11.84,7.86,0.2,1083.639999999999,53.36,0.0,5.61
T028R15W4,2011-11-27,0.26,14.04,0.0,1083.639999999999,52.28,0.0,4.63
T028R15W4,2011-11-28,-7.07,2.56,0.0,1083.639999999999,77.91,0.0,3.82
T028R15W4,2011-11-29,-8.56,4.91,0.0,1083.639999999999,75.69,0.0,4.47
T028R15W4,2011-11-30,-11.92,0.78,2.66,1086.299999999999,89.56,3.15,4.29
T028R15W4,2011-12-01,-14.05,4.11,0.12,1086.419999999999,76.08,3.26,5.07
T028R15W4,2011-12-02,-10.57,3.46,0.12,1086.5399999999988,69.89,3.37,4.41
T028R15W4,2011-12-03,-14.36,0.25,0.12,1086.6599999999987,85.09,3.48,4.45
T028R15W4,2011-12-04,-13.99,-5.41,0.0,1086.6599999999987,83.18,3.46,3.37
T028R15W4,2011-12-05,-15.93,-3.4,0.0,1086.6599999999987,79.45,3.44,4.04
T028R15W4,2011-12-06,-6.09,5.61,0.0,1086.6599999999987,77.32,3.4,3.87
T028R15W4,2011-12-07,-18.11,-2.73,1.42,1088.0799999999988,79.62,5.08,4.4
T028R15W4,2011-12-08,-23.12,-9.74,0.12,1088.1999999999987,74.94,5.2,4.07
T028R15W4,2011-12-09,-13.86,1.62,0.0,1088.1999999999987,73.52,5.18,4.35
T028R15W4,2011-12-10,-8.96,6.54,0.0,1088.1999999999987,67.37,5.15,4.32
T028R15W4,2011-12-11,-8.72,-2.02,1.53,1089.7299999999987,87.55,6.96,2.82
T028R15W4,2011-12-12,-13.27,-6.01,0.59,1090.3199999999986,91.36,7.65,2.92
T028R15W4,2011-12-13,-18.28,-8.08,0.35,1090.6699999999985,87.49,8.06,3.45
T028R15W4,2011-12-14,-16.08,-2.5,0.0,1090.6699999999985,81.83,8.04,3.96
T028R15W4,2011-12-15,-14.77,-5.13,0.0,1090.6699999999985,86.04,8.02,3.32
T028R15W4,2011-12-16,-13.31,-0.74,0.0,1090.6699999999985,82.45,8.0,3.78
T028R15W4,2011-12-17,-11.11,5.73,0.0,1090.6699999999985,76.84,7.98,4.37
T028R15W4,2011-12-18,-11.12,2.07,0.0,1090.6699999999985,85.8,7.96,3.86
T028R15W4,2011-12-19,-14.77,1.29,0.0,1090.6699999999985,82.23,7.93,4.25
T028R15W4,2011-12-20,-3.17,4.99,0.0,1090.6699999999985,73.45,7.91,3.03
T028R15W4,2011-12-21,-12.55,1.12,0.0,1090.6699999999985,83.12,7.89,3.92
T028R15W4,2011-12-22,-13.33,-0.68,0.0,1090.6699999999985,71.37,7.87,3.78
T028R15W4,2011-12-23,-10.3,4.56,0.0,1090.6699999999985,62.83,6.99,4.1
T028R15W4,2011-12-24,-3.91,4.14,0.0,1090.6699999999985,66.12,5.79,3.02
T028R15W4,2011-12-25,-3.12,6.21,0.0,1090.6699999999985,66.68,4.11,3.26
T028R15W4,2011-12-26,-7.91,4.11,0.0,1090.6699999999985,66.71,2.93,3.72
T028R15W4,2011-12-27,-9.1,3.74,0.0,1090.6699999999985,69.32,1.89,3.86
T028R15W4,2011-12-28,-9.98,4.08,0.0,1090.6699999999985,70.61,0.77,4.05
T028R15W4,2011-12-29,-6.23,5.02,0.0,1090.6699999999985,78.49,0.0,3.64
T028R15W4,2011-12-30,-6.97,5.66,0.0,1090.6699999999985,72.63,0.0,3.88
T028R15W4,2011-12-31,-13.77,-1.41,0.0,1090.6699999999985,67.85,0.0,3.87
T028R15W4,2012-01-01,-17.83,-3.34,0.0,1090.6699999999985,77.15,0.0,4.22
T028R15W4,2012-01-02,-9.69,7.1,0.0,1090.6699999999985,67.73,0.0,4.57
T028R15W4,2012-01-03,-2.48,7.75,0.0,1090.6699999999985,62.38,0.0,3.6
T028R15W4,2012-01-04,-0.5,12.81,0.0,1090.6699999999985,62.3,0.0,4.14
T028R15W4,2012-01-05,-0.39,7.03,0.0,1090.6699999999985,61.36,0.0,3.12
T028R15W4,2012-01-06,-9.86,3.63,0.0,1090.6699999999985,67.32,0.0,4.25
T028R15W4,2012-01-07,-12.65,1.89,0.15,1090.8199999999986,72.5,0.11,4.45
T028R15W4,2012-01-08,-6.92,7.01,0.0,1090.8199999999986,69.11,0.0,4.41
T028R15W4,2012-01-09,-1.91,12.57,0.0,1090.8199999999986,56.64,0.0,4.54
T028R15W4,2012-01-10,-11.78,2.66,0.0,1090.8199999999986,55.47,0.0,4.59
T028R15W4,2012-01-11,-18.99,-3.61,0.0,1090.8199999999986,69.33,0.0,4.8
T028R15W4,2012-01-12,-11.06,1.45,0.0,1090.8199999999986,65.71,0.0,4.38
T028R15W4,2012-01-13,-10.95,2.53,0.89,1091.7099999999987,73.4,1.04,4.6
T028R15W4,2012-01-14,-13.63,-0.4,0.0,1091.7099999999987,75.85,1.0,4.62
T028R15W4,2012-01-15,-21.93,-7.56,0.3,1092.0099999999986,77.95,1.34,4.88
T028R15W4,2012-01-16,-31.04,-23.46,0.3,1092.3099999999986,71.53,1.69,3.6
T028R15W4,2012-01-17,-31.96,-26.73,0.3,1092.6099999999985,68.68,2.04,3.03
T028R15W4,2012-01-18,-35.53,-24.23,0.3,1092.9099999999985,65.17,2.38,4.52
T028R15W4,2012-01-19,-31.93,-17.98,0.0,1092.9099999999985,68.25,2.37,5.1
T028R15W4,2012-01-20,-28.79,-15.88,0.0,1092.9099999999985,75.09,2.36,4.98
T028R15W4,2012-01-21,-18.51,-11.52,0.15,1093.0599999999986,82.53,2.51,3.73
T028R15W4,2012-01-22,-13.76,1.32,1.04,1094.0999999999985,82.78,3.71,5.56
T028R15W4,2012-01-23,-11.84,2.66,0.0,1094.0999999999985,68.22,3.67,5.54
T028R15W4,2012-01-24,-13.11,2.94,0.0,1094.0999999999985,62.26,3.62,5.92
T028R15W4,2012-01-25,-8.53,5.66,0.0,1094.0999999999985,60.52,3.56,5.66
T028R15W4,2012-01-26,-15.53,-1.45,0.0,1094.0999999999985,79.09,3.51,5.73
T028R15W4,2012-01-27,-12.56,-0.49,0.0,1094.0999999999985,64.51,3.46,5.4
T028R15W4,2012-01-28,-11.21,-2.05,0.0,1094.0999999999985,74.99,3.41,4.78
